1DE28AOC	1DE28AOC	102	tf	n/a		1DE28AOC					"DEA POWER SUPPLY +28V OVER-CURRENT PROTE -- 1DE"
1DE28AVO	1DE28AVO	102	tf	V		1DE28AVO	0		255		"DEA +28V INPUT A"
1DE28BOC	1DE28BOC	102	tf	n/a		1DE28BOC					"DEA POWER SUPPLY +28V OVER-CURRENT PROTE -- 1DE"
1DE28BVO	1DE28BVO	102	tf	V		1DE28BVO	0		255		"DEA +28V INPUT B"
1DEAMZT		1DEAMZT		102	tf	K		1DEAMZT		0		255		"DEA -Z PANEL TEMP (RT830)"
1DEDBAON	1DEDBAON	102	tf	n/a		1DEDBAON					"DEA 28V BUS POWER ON A"
1DEDBBON	1DEDBBON	102	tf	n/a		1DEDBBON					"DEA 28V BUS POWER ON B"
1DEICACU	1DEICACU	102	tf	A		1DEICACU	0		255		"DEA INPUT CURRENT A"
1DEICBCU	1DEICBCU	102	tf	A		1DEICBCU	0		255		"DEA INPUT CURRENT B"
1DEMVAOC	1DEMVAOC	102	tf	n/a		1DEMVAOC					"DEA POWER SUPPLY MULTI-V OVER-CURRENT PR -- 1DE"
1DEMVBOC	1DEMVBOC	102	tf	n/a		1DEMVBOC					"DEA POWER SUPPLY MULTI-V OVER-CURRENT PR -- 1DE"
1DEN0AVO	1DEN0AVO	102	tf	V		1DEN0AVO	0		255		"DEA -6V VOLTAGE A"
1DEN0BVO	1DEN0BVO	102	tf	V		1DEN0BVO	0		255		"DEA -6V VOLTAGE B"
1DEN1AVO	1DEN1AVO	102	tf	V		1DEN1AVO	0		255		"DEA -15V VOLTAGE A"
1DEN1BVO	1DEN1BVO	102	tf	V		1DEN1BVO	0		255		"DEA -15V VOLTAGE B"
1DEP0AVO	1DEP0AVO	102	tf	V		1DEP0AVO	0		255		"DEA +6V VOLTAGE A"
1DEP0BVO	1DEP0BVO	102	tf	V		1DEP0BVO	0		255		"DEA +6V VOLTAGE B"
1DEP1AVO	1DEP1AVO	102	tf	V		1DEP1AVO	0		255		"DEA +15V ANALOG A"
1DEP1BVO	1DEP1BVO	102	tf	V		1DEP1BVO	0		255		"DEA +15V ANALOG B"
1DEP2AVO	1DEP2AVO	102	tf	V		1DEP2AVO	0		255		"DEA +24V ANALOG A"
1DEP2BVO	1DEP2BVO	102	tf	V		1DEP2BVO	0		255		"DEA +24V ANALOG B"
1DEP3AVO	1DEP3AVO	102	tf	V		1DEP3AVO	0		255		"DEA +28V ANALOG A"
1DEP3BVO	1DEP3BVO	102	tf	V		1DEP3BVO	0		255		"DEA +28V ANALOG B"
1DEPSA		1DEPSA		102	tf	n/a		1DEPSA						"DEA POWER SUPPLY ON/OFF A"
1DEPSAX		1DEPSAX		102	tf	n/a		1DEPSAX						"DEA POWER SUPPLY ENABLE/DISABLE A"
1DEPSB		1DEPSB		102	tf	n/a		1DEPSB						"DEA POWER SUPPLY ON/OFF B"
1DEPSBX		1DEPSBX		102	tf	n/a		1DEPSBX						"DEA POWER SUPPLY ENABLE/DISABLE B"
1DP28AVO	1DP28AVO	102	tf	V		1DP28AVO	0		255		"DPA +28V INPUT A"
1DP28BVO	1DP28BVO	102	tf	V		1DP28BVO	0		255		"DPA +28V INPUT B"
1DPAMYT		1DPAMYT		102	tf	K		1DPAMYT		0		255		"DPA -Y PANEL TEMP (RT810)"
1DPAMZT		1DPAMZT		102	tf	K		1DPAMZT		0		255		"DPA -Z PANEL TEMP (RT830)"
1DPCPAOC	1DPCPAOC	102	tf	n/a		1DPCPAOC					"DPA POWER SUPPLY OVER-CURRENT PROTECTION -- 1DP"
1DPCPBOC	1DPCPBOC	102	tf	n/a		1DPCPBOC					"DPA POWER SUPPLY OVER-CURRENT PROTECTION -- 1DP"
1DPDBAON	1DPDBAON	102	tf	n/a		1DPDBAON					"DPA 28V BUS POWER ON A"
1DPDBBON	1DPDBBON	102	tf	n/a		1DPDBBON					"DPA 28V BUS POWER ON ON B"
1DPICACU	1DPICACU	102	tf	A		1DPICACU	0		255		"DPA INPUT CURRENT A"
1DPICBCU	1DPICBCU	102	tf	A		1DPICBCU	0		255		"DPA INPUT CURRENT B"
1DPP0AVO	1DPP0AVO	102	tf	V		1DPP0AVO	0		255		"DPA +5V ANALOG A"
1DPP0BVO	1DPP0BVO	102	tf	V		1DPP0BVO	0		255		"DPA +5V ANALOG B"
1DPPSA		1DPPSA		102	tf	n/a		1DPPSA						"DPA POWER SUPPLY ON/OFF A"
1DPPSAX		1DPPSAX		102	tf	n/a		1DPPSAX						"DPA POWER SUPPLY ENABLE/DISABLE A"
1DPPSB		1DPPSB		102	tf	n/a		1DPPSB						"DPA POWER SUPPLY ON/OFF B"
1DPPSBX		1DPPSBX		102	tf	n/a		1DPPSBX						"DPA POWER SUPPLY ENABLE/DISABLE B"
1HOPRAPR	1HOPRAPR	102	tf	kPa		1HOPRAPR	0		255		"DIFFERENTIAL HOUSING PRESSURE A"
1HOPRBPR	1HOPRBPR	102	tf	kPa		1HOPRBPR	0		255		"DIFFERENTIAL HOUSING PRESSURE B"
1LVDBAON	1LVDBAON	102	tf	n/a		1LVDBAON					"L V ENABLED A"
1LVDBBON	1LVDBBON	102	tf	n/a		1LVDBBON					"L V ENABLED B"
1MAHCAT		1MAHCAT		102	tf	K		1MAHCAT		0		255		"DOOR CLOSE ACTUATOR TEMP A"
1MAHCBT		1MAHCBT		102	tf	K		1MAHCBT		0		255		"DOOR CLOSE ACTUATOR TEMP B"
1MCATATR	1MCATATR	102	tf	n/a		1MCATATR					"DOOR ACTUATOR TRANSITION A"
1MCATBTR	1MCATBTR	102	tf	n/a		1MCATBTR					"DOOR ACTUATOR TRANSITION B"
1MCDRACL	1MCDRACL	102	tf	n/a		1MCDRACL					"DOOR CLOSE DRIVE A"
1MCDRBCL	1MCDRBCL	102	tf	n/a		1MCDRBCL					"DOOR CLOSE DRIVE B"
1MDBUAON	1MDBUAON	102	tf	n/a		1MDBUAON					"DOOR ENABLE A"
1MDBUBON	1MDBUBON	102	tf	n/a		1MDBUBON					"DOOR ENABLE B"
1MECLACL	1MECLACL	102	tf	n/a		1MECLACL					"DOOR CLOSE A"
1MECLBCL	1MECLBCL	102	tf	n/a		1MECLBCL					"DOOR CLOSE B"
1MEOPAOP	1MEOPAOP	102	tf	n/a		1MEOPAOP					"DOOR OPEN A"
1MEOPBOP	1MEOPBOP	102	tf	n/a		1MEOPBOP					"DOOR OPEN B"
1MIPWAON	1MIPWAON	102	tf	n/a		1MIPWAON					"DOOR INPUT PWR ON A"
1MIPWBON	1MIPWBON	102	tf	n/a		1MIPWBON					"DOOR INPUT PWR ON B"
1MODRAOP	1MODRAOP	102	tf	n/a		1MODRAOP					"DOOR OPEN DRIVE A"
1MODRBOP	1MODRBOP	102	tf	n/a		1MODRBOP					"DOOR OPEN DRIVE B"
1OAHBT		1OAHBT		102	tf	K		1OAHBT		0		255		"OPEN ACTUATOR HOUSING TEMP. B"
1OHIRADF	1OHIRADF	102	tf	n/a		1OHIRADF					"ACIS HIGH RADIATION FLAG"
1OLORADF	1OLORADF	102	tf	n/a		1OLORADF					"ACIS LOW RADIATION FLAG"
1PDEAAT		1PDEAAT		102	tf	K		1PDEAAT		0		255		"PSMC DEA POWER SUPPLY TEMP A"
1PDEABT		1PDEABT		102	tf	K		1PDEABT		0		255		"PSMC DEA POWER SUPPLY TEMP B"
1PRDBAON	1PRDBAON	102	tf	n/a		1PRDBAON					"PRESS. TRANSDUCER ON A"
1PRDBBON	1PRDBBON	102	tf	n/a		1PRDBBON					"PRESS. TRANSDUCER ON B"
1VVATATR	1VVATATR	102	tf	n/a		1VVATATR					"VENT VALVE ACTUATOR TRANSITION A"
1VVATBTR	1VVATBTR	102	tf	n/a		1VVATBTR					"VENT VALVE ACTUATOR TRANSITION B"
1VVCDACL	1VVCDACL	102	tf	n/a		1VVCDACL					"VENT VALVE CLOSE DRIVE A"
1VVCDBCL	1VVCDBCL	102	tf	n/a		1VVCDBCL					"VENT VALVE CLOSE DRIVE B"
1VVCLACL	1VVCLACL	102	tf	n/a		1VVCLACL					"VENT VALVE CLOSE A"
1VVCLBCL	1VVCLBCL	102	tf	n/a		1VVCLBCL					"VENT VALVE CLOSE B"
1VVDBAON	1VVDBAON	102	tf	n/a		1VVDBAON					"VENT VALVE ENABLE A"
1VVDBBON	1VVDBBON	102	tf	n/a		1VVDBBON					"VENT VALVE ENABLE B"
1VVODAOP	1VVODAOP	102	tf	n/a		1VVODAOP					"VENT VALVE OPEN DRIVE A"
1VVODBOP	1VVODBOP	102	tf	n/a		1VVODBOP					"VENT VALVE OPEN DRIVE B"
1VVOPAOP	1VVOPAOP	102	tf	n/a		1VVOPAOP					"VENT VALVE OPEN A"
1VVOPBOP	1VVOPBOP	102	tf	n/a		1VVOPBOP					"VENT VALVE OPEN B"
1DACTAT		1DACTAT		103	tf	deg		1DACTAT		0		255		"DOOR ANGLE POTENTIOMETER"
1MAHOAT		1MAHOAT		103	tf	K		1MAHOAT		0		255		"DOOR OPEN ACTUATOR TEMP A"
1MAHOBT		1MAHOBT		103	tf	K		1MAHOBT		0		255		"DOOR OPEN ACTUATOR TEMP B"
1OAHAT		1OAHAT		103	tf	K		1OAHAT		0		255		"OPEN ACTUATOR TEMPERATURE COLD"
1STAT0ST	1STAT0ST	103	tf	n/a		1STAT0ST					"SW BILEVEL TELEMETRY BIT 0"
1STAT1ST	1STAT1ST	103	tf	n/a		1STAT1ST					"SW BILEVEL TELEMETRY BIT 1"
1STAT2ST	1STAT2ST	103	tf	n/a		1STAT2ST					"SW BILEVEL TELEMETRY BIT 2"
1STAT3ST	1STAT3ST	103	tf	n/a		1STAT3ST					"SW BILEVEL TELEMETRY BIT 3"
1STAT4ST	1STAT4ST	103	tf	n/a		1STAT4ST					"SW BILEVEL TELEMETRY BIT 4"
1STAT5ST	1STAT5ST	103	tf	n/a		1STAT5ST					"SW BILEVEL TELEMETRY BIT 5"
1STAT6ST	1STAT6ST	103	tf	n/a		1STAT6ST					"SW BILEVEL TELEMETRY BIT 6"
1STAT7ST	1STAT7ST	103	tf	n/a		1STAT7ST					"SW BILEVEL TELEMETRY BIT 7"
1PIN1AT		1PIN1AT		104	tf	K		1PIN1AT		0		255		"PSMC TEMP 1A"
1SSMYT		1SSMYT		104	tf	K		1SSMYT		0		255		"SUPPT STRUCTURE -Y PANEL TMP (RT811)"
1SSPYT		1SSPYT		104	tf	K		1SSPYT		0		255		"SUPPT STRUCTURE +Y PANEL TMP (RT810)"
1VAHCAT		1VAHCAT		104	tf	K		1VAHCAT		0		255		"VENT VALVE CLOSE ACTUATOR TEMP A"
1VAHCBT		1VAHCBT		104	tf	K		1VAHCBT		0		255		"VENT VALVE CLOSE ACTUATOR TEMP B"
1VAHOAT		1VAHOAT		104	tf	K		1VAHOAT		0		255		"VENT VALVE OPEN ACTUATOR TEMP A"
1VAHOBT		1VAHOBT		104	tf	K		1VAHOBT		0		255		"VENT VALVE OPEN ACTUATOR TEMP B"
1WRAT		1WRAT		104	tf	K		1WRAT		0		255		"WARM RADIATOR TEMP A"
1WRBT		1WRBT		104	tf	K		1WRBT		0		255		"WARM RADIATOR TEMP B"
BEIA0W01	BEIA0W01	201	tf	n/a		BEIA0W01	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 0-7"
BEIA0W02	BEIA0W02	201	tf	n/a		BEIA0W02	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 8-15"
BEIA0W03	BEIA0W03	201	tf	n/a		BEIA0W03	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 16-23"
BEIA0W04	BEIA0W04	201	tf	n/a		BEIA0W04	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 24-31"
BEIA0W05	BEIA0W05	201	tf	n/a		BEIA0W05	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 32-39"
BEIA0W06	BEIA0W06	201	tf	n/a		BEIA0W06	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 40-47"
BEIA0W07	BEIA0W07	201	tf	n/a		BEIA0W07	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 48-55"
BEIA0W08	BEIA0W08	201	tf	n/a		BEIA0W08	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 56-63"
BEIA0W09	BEIA0W09	201	tf	n/a		BEIA0W09	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 64-71"
BEIA0W10	BEIA0W10	201	tf	n/a		BEIA0W10	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 72-79"
BEIA0W11	BEIA0W11	201	tf	n/a		BEIA0W11	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 80-87"
BEIA0W12	BEIA0W12	201	tf	n/a		BEIA0W12	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 88-95"
BEIA0W13	BEIA0W13	201	tf	n/a		BEIA0W13	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 96-103"
BEIA0W14	BEIA0W14	201	tf	n/a		BEIA0W14	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 104-111"
BEIA0W15	BEIA0W15	201	tf	n/a		BEIA0W15	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 112-119"
BEIA0W16	BEIA0W16	201	tf	n/a		BEIA0W16	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 120-127"
BEIA0W17	BEIA0W17	201	tf	n/a		BEIA0W17	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 128-135"
BEIA0W18	BEIA0W18	201	tf	n/a		BEIA0W18	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 136-143"
BEIA0W19	BEIA0W19	201	tf	n/a		BEIA0W19	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 144-151"
BEIA0W20	BEIA0W20	201	tf	n/a		BEIA0W20	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 152-159"
BEIA0W21	BEIA0W21	201	tf	n/a		BEIA0W21	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 160-167"
BEIA0W22	BEIA0W22	201	tf	n/a		BEIA0W22	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 168-175"
BEIA0W23	BEIA0W23	201	tf	n/a		BEIA0W23	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 176-183"
BEIA0W24	BEIA0W24	201	tf	n/a		BEIA0W24	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 184-191"
BEIA0W25	BEIA0W25	201	tf	n/a		BEIA0W25	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 192-199"
BEIA0W26	BEIA0W26	201	tf	n/a		BEIA0W26	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 200-207"
BEIA0W27	BEIA0W27	201	tf	n/a		BEIA0W27	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 208-215"
BEIA0W28	BEIA0W28	201	tf	n/a		BEIA0W28	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 0 BITS 216-223"
BEIA1W01	BEIA1W01	201	tf	n/a		BEIA1W01	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 0-7"
BEIA1W02	BEIA1W02	201	tf	n/a		BEIA1W02	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 8-15"
BEIA1W03	BEIA1W03	201	tf	n/a		BEIA1W03	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 16-23"
BEIA1W04	BEIA1W04	201	tf	n/a		BEIA1W04	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 24-31"
BEIA1W05	BEIA1W05	201	tf	n/a		BEIA1W05	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 32-39"
BEIA1W06	BEIA1W06	201	tf	n/a		BEIA1W06	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 40-47"
BEIA1W07	BEIA1W07	201	tf	n/a		BEIA1W07	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 48-55"
BEIA1W08	BEIA1W08	201	tf	n/a		BEIA1W08	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 56-63"
BEIA1W09	BEIA1W09	201	tf	n/a		BEIA1W09	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 64-71"
BEIA1W10	BEIA1W10	201	tf	n/a		BEIA1W10	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 72-79"
BEIA1W11	BEIA1W11	201	tf	n/a		BEIA1W11	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 80-87"
BEIA1W12	BEIA1W12	201	tf	n/a		BEIA1W12	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 88-95"
BEIA1W13	BEIA1W13	201	tf	n/a		BEIA1W13	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 96-103"
BEIA1W14	BEIA1W14	201	tf	n/a		BEIA1W14	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 104-111"
BEIA1W15	BEIA1W15	201	tf	n/a		BEIA1W15	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 112-119"
BEIA1W16	BEIA1W16	201	tf	n/a		BEIA1W16	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 120-127"
BEIA1W17	BEIA1W17	201	tf	n/a		BEIA1W17	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 128-135"
BEIA1W18	BEIA1W18	201	tf	n/a		BEIA1W18	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 136-143"
BEIA1W19	BEIA1W19	201	tf	n/a		BEIA1W19	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 144-151"
BEIA1W20	BEIA1W20	201	tf	n/a		BEIA1W20	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 152-259"
BEIA1W21	BEIA1W21	201	tf	n/a		BEIA1W21	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 160-167"
BEIA1W22	BEIA1W22	201	tf	n/a		BEIA1W22	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 168-175"
BEIA1W23	BEIA1W23	201	tf	n/a		BEIA1W23	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 176-183"
BEIA1W24	BEIA1W24	201	tf	n/a		BEIA1W24	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 184-191"
BEIA1W25	BEIA1W25	201	tf	n/a		BEIA1W25	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 192-199"
BEIA1W26	BEIA1W26	201	tf	n/a		BEIA1W26	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 200-207"
BEIA1W27	BEIA1W27	201	tf	n/a		BEIA1W27	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 208-215"
BEIA1W28	BEIA1W28	201	tf	n/a		BEIA1W28	0		255		"BIT PACK FOR EIA SERIAL CHANNEL 1 BITS 216-223"
BEPMOM01	BEPMOM01	202	tf	n/a		BEPMOM01	0		255		"BEPMOM01 - BILEVEL HARDWARE MOM MNEMONIC"
BPCMOM08	BPCMOM08	202	tf	n/a		BPCMOM08	0		255		"BPCMOM08 - BILEVEL HARDWARE MOM MNEMONIC"
BPCMOM24	BPCMOM24	202	tf	n/a		BPCMOM24	0		255		"BPCMOM24 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM02	BEPMOM02	203	tf	n/a		BEPMOM02	0		255		"BEPMOM02 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM03	BEPMOM03	203	tf	n/a		BEPMOM03	0		255		"BEPMOM03 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM04	BEPMOM04	203	tf	n/a		BEPMOM04	0		255		"BEPMOM04 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM07	BEPMOM07	203	tf	n/a		BEPMOM07	0		255		"BEPMOM07 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM10	BEPMOM10	203	tf	n/a		BEPMOM10	0		255		"BEPMOM10 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM11	BEPMOM11	203	tf	n/a		BEPMOM11	0		255		"BEPMOM11 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM12	BEPMOM12	203	tf	n/a		BEPMOM12	0		255		"BEPMOM12 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM13	BEPMOM13	203	tf	n/a		BEPMOM13	0		255		"BEPMOM13 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM14	BEPMOM14	203	tf	n/a		BEPMOM14	0		255		"BEPMOM14 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM15	BEPMOM15	203	tf	n/a		BEPMOM15	0		255		"BEPMOM15 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM16	BEPMOM16	203	tf	n/a		BEPMOM16	0		255		"BEPMOM16 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM17	BEPMOM17	203	tf	n/a		BEPMOM17	0		255		"BEPMOM17 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM18	BEPMOM18	203	tf	n/a		BEPMOM18	0		255		"BEPMOM18 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM19	BEPMOM19	203	tf	n/a		BEPMOM19	0		255		"BEPMOM19 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM20	BEPMOM20	203	tf	n/a		BEPMOM20	0		255		"BEPMOM20 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM21	BEPMOM21	203	tf	n/a		BEPMOM21	0		255		"BEPMOM21 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM22	BEPMOM22	203	tf	n/a		BEPMOM22	0		255		"BEPMOM22 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM24	BEPMOM24	203	tf	n/a		BEPMOM24	0		255		"BEPMOM24 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM25	BEPMOM25	203	tf	n/a		BEPMOM25	0		255		"BEPMOM25 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM26	BEPMOM26	203	tf	n/a		BEPMOM26	0		255		"BEPMOM26 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM27	BEPMOM27	203	tf	n/a		BEPMOM27	0		255		"BEPMOM27 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM28	BEPMOM28	203	tf	n/a		BEPMOM28	0		255		"BEPMOM28 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM29	BEPMOM29	203	tf	n/a		BEPMOM29	0		255		"BEPMOM29 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM30	BEPMOM30	203	tf	n/a		BEPMOM30	0		255		"BEPMOM30 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM31	BEPMOM31	203	tf	n/a		BEPMOM31	0		255		"BEPMOM31 - BILEVEL HARDWARE MOM MNEMONIC"
BEPMOM32	BEPMOM32	203	tf	n/a		BEPMOM32	0		255		"BEPMOM32 - BILEVEL HARDWARE MOM MNEMONIC"
BLRMOM02	BLRMOM02	203	tf	n/a		BLRMOM02	0		255		"BLRMOM02 - BILEVEL HARDWARE MOM MNEMONIC"
BLRMOM03	BLRMOM03	203	tf	n/a		BLRMOM03	0		255		"BLRMOM03 - BILEVEL HARDWARE MOM MNEMONIC"
BLRMOM04	BLRMOM04	203	tf	n/a		BLRMOM04	0		255		"BLRMOM04 - BILEVEL HARDWARE MOM MNEMONIC"
BLRMOM05	BLRMOM05	203	tf	n/a		BLRMOM05	0		255		"BLRMOM05 - BILEVEL HARDWARE MOM MNEMONIC"
BLRMOM06	BLRMOM06	203	tf	n/a		BLRMOM06	0		255		"BLRMOM06 - BILEVEL HARDWARE MOM MNEMONIC"
